Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
59015623,10/04/2023 07:29:00 PM,10/04/2023 09:00:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10303,54 SOUTH AVENUE,SOUTH AVENUE,RICHMOND TER,ARLINGTON PL,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/04/2023 09:00:00 PM,01 STATEN ISLAND,5012630101,STATEN ISLAND,938152,171991,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63863220521979,-74.16609743193443,"(40.63863220521979, -74.16609743193443)",10371,4,1,13,75,75
59452450,10/04/2023 07:27:02 PM,10/04/2023 09:00:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10303,54 SOUTH AVENUE,SOUTH AVENUE,RICHMOND TERRACE,ARLINGTON PLACE,RICHMOND TERRACE,ARLINGTON PLACE,ADDRESS,STATEN ISLAND,SOUTH AVENUE,,Closed,,,10/04/2023 09:00:00 PM,01 STATEN ISLAND,5012630101,STATEN ISLAND,938152,171991,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63863220521979,-74.16609743193443,"(40.63863220521979, -74.16609743193443)",10371,4,1,13,75,75
59011681,10/04/2023 05:50:00 PM,10/04/2023 07:20:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11206,145 LEONARD STREET,LEONARD STREET,SCHOLES ST,STAGG ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",10/04/2023 07:20:00 PM,01 BROOKLYN,3030320025,BROOKLYN,999003,197455,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70863281897905,-73.94678711965021,"(40.70863281897905, -73.94678711965021)",17213,36,2,30,56,56
59445514,10/04/2023 05:47:34 PM,10/04/2023 07:20:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11206,145 LEONARD STREET,LEONARD STREET,SCHOLES STREET,STAGG STREET,SCHOLES STREET,STAGG STREET,ADDRESS,BROOKLYN,LEONARD STREET,,Closed,,,10/04/2023 07:20:00 PM,01 BROOKLYN,3030320025,BROOKLYN,999003,197455,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70863281897905,-73.94678711965021,"(40.70863281897905, -73.94678711965021)",17213,36,2,30,56,56
59013010,10/04/2023 05:41:00 PM,10/05/2023 08:30:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11361,200-26 39 AVENUE,39 AVENUE,FRANCIS LEWIS BLVD,203 ST,,,ADDRESS,BAYSIDE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/05/2023 08:30:00 AM,11 QUEENS,4062020073,QUEENS,1043891,217078,PHONE,Unspecified,QUEENS,,,,,,,,40.76230424225264,-73.78470617558845,"(40.76230424225264, -73.78470617558845)",14196,26,3,20,69,69
59459538,10/04/2023 05:39:37 PM,10/05/2023 08:30:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11361,200-26 39 AVENUE,39 AVENUE,FRANCIS LEWIS BOULEVARD,203 STREET,FRANCIS LEWIS BOULEVARD,203 STREET,ADDRESS,BAYSIDE,39 AVENUE,,Closed,,,10/05/2023 08:30:00 AM,11 QUEENS,4062020073,QUEENS,1043891,217078,PHONE,Unspecified,QUEENS,,,,,,,,40.76230424225264,-73.78470617558845,"(40.76230424225264, -73.78470617558845)",14196,26,3,20,69,69
59016858,10/04/2023 05:26:00 PM,10/04/2023 08:25:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11230,1362 EAST    2 STREET,EAST    2 STREET,DEAD END,AVENUE M,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/04/2023 08:25:00 PM,12 BROOKLYN,3065370146,BROOKLYN,991635,163954,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61668921273175,-73.97339959230925,"(40.61668921273175, -73.97339959230925)",13513,2,2,18,39,39
59452452,10/04/2023 05:23:14 PM,10/04/2023 08:25:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11230,1362 EAST    2 STREET,EAST    2 STREET,DEAD END,AVENUE M,DEAD END,AVENUE M,ADDRESS,BROOKLYN,EAST    2 STREET,,Closed,,,10/04/2023 08:25:00 PM,12 BROOKLYN,3065370146,BROOKLYN,991635,163954,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61668921273175,-73.97339959230925,"(40.61668921273175, -73.97339959230925)",13513,2,2,18,39,39
59018160,10/04/2023 05:14:00 PM,10/04/2023 06:55:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,10019,,,,,WEST 57 STREET,8 AVENUE,INTERSECTION,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,10/04/2023 06:55:00 PM,04 MANHATTAN,,MANHATTAN,988993,218612,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76671457146749,-73.98287746335355,"(40.76671457146749, -73.98287746335355)",12081,11,4,10,10,10
59020686,10/04/2023 05:05:00 PM,10/04/2023 08:50:00 PM,DEP,Department of Environmental Protection,Sewer,Manhole Overflow (Use Comments) (SA1),,11377,33-37 69 STREET,69 STREET,NORTHERN BLVD,34 AVE,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/04/2023 08:50:00 PM,03 QUEENS,4012420048,QUEENS,1012699,213765,ONLINE,Unspecified,QUEENS,,,,,,,,40.7533663051414,-73.89731782771142,"(40.7533663051414, -73.89731782771142)",14787,65,3,5,73,73
59020685,10/04/2023 04:59:00 PM,10/05/2023 10:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Search (SC2),,11412,,,,,190 STREET,LINDEN BOULEVARD,INTERSECTION,QUEENS,,,Closed,,The Department of Environmental Protection (DEP) investigated this request and completed a search of the catch basin.,10/05/2023 10:00:00 AM,12 QUEENS,,QUEENS,1050500,191479,PHONE,Unspecified,QUEENS,,,,,,,,40.69199443321462,-73.76110094542425,"(40.69199443321462, -73.76110094542425)",15312,41,3,6,71,71
59019450,10/04/2023 04:50:00 PM,10/06/2023 08:30:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10039,184 BRADHURST AVENUE,BRADHURST AVENUE,W 150 ST,W 151 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/06/2023 08:30:00 AM,10 MANHATTAN,1020460022,MANHATTAN,1000780,240523,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8268401158921,-73.94027170524997,"(40.8268401158921, -73.94027170524997)",13097,18,4,36,20,20
59442154,10/04/2023 04:47:08 PM,10/06/2023 08:30:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,10039,184 BRADHURST AVENUE,BRADHURST AVENUE,WEST  150 STREET,WEST  151 STREET,WEST  150 STREET,WEST  151 STREET,ADDRESS,NEW YORK,BRADHURST AVENUE,,Closed,,,10/06/2023 08:30:00 AM,10 MANHATTAN,1020460022,MANHATTAN,1000780,240523,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8268401158921,-73.94027170524997,"(40.8268401158921, -73.94027170524997)",13097,18,4,36,20,20
59014333,10/04/2023 04:38:00 PM,10/04/2023 04:45:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,397 1 STREET,1 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",10/04/2023 04:45:00 PM,06 BROOKLYN,3009667502,BROOKLYN,989990,184313,PHONE,Unspecified,BROOKLYN,,,,,,,,40.672571495992784,-73.97930747858638,"(40.672571495992784, -73.97930747858638)",17617,14,2,27,50,50
59020691,10/04/2023 04:38:00 PM,10/04/2023 07:20:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11219,5213 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,52 ST,53 ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/04/2023 07:20:00 PM,12 BROOKLYN,3056600022,BROOKLYN,984258,171285,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63681434498952,-73.99997117570261,"(40.63681434498952, -73.99997117570261)",17621,2,2,18,39,39
59435327,10/04/2023 04:36:34 PM,10/04/2023 07:20:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11219,5213 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,52 STREET,53 STREET,52 STREET,53 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,,Closed,,,10/04/2023 07:20:00 PM,12 BROOKLYN,3056600022,BROOKLYN,984258,171285,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63681434498952,-73.99997117570261,"(40.63681434498952, -73.99997117570261)",17621,2,2,18,39,39
59438676,10/04/2023 04:35:45 PM,10/04/2023 04:45:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11215,397 1 STREET,1 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,1 STREET,,Closed,,,10/04/2023 04:45:00 PM,06 BROOKLYN,3009667502,BROOKLYN,989990,184313,PHONE,Unspecified,BROOKLYN,,,,,,,,40.672571495992784,-73.97930747858638,"(40.672571495992784, -73.97930747858638)",17617,14,2,27,50,50
59013027,10/04/2023 04:32:00 PM,10/07/2023 10:50:00 AM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11413,183-12 145 AVENUE,145 AVENUE,183 ST,184 ST,,,ADDRESS,SPRINGFIELD GARDENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/07/2023 10:50:00 AM,13 QUEENS,4133270016,QUEENS,1050285,181637,ONLINE,Unspecified,QUEENS,,,,,,,,40.66498207718148,-73.76197267444256,"(40.66498207718148, -73.76197267444256)",15313,63,3,47,63,63
59020692,10/04/2023 04:26:00 PM,10/04/2023 06:00:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,397 1 STREET,1 STREET,6 AVE,7 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",10/04/2023 06:00:00 PM,06 BROOKLYN,3009667502,BROOKLYN,989990,184313,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.672571495992784,-73.97930747858638,"(40.672571495992784, -73.97930747858638)",17617,14,2,27,50,50
59435319,10/04/2023 04:23:52 PM,10/04/2023 06:00:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11215,397 1 STREET,1 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,1 STREET,,Closed,,,10/04/2023 06:00:00 PM,06 BROOKLYN,3009667502,BROOKLYN,989990,184313,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.672571495992784,-73.97930747858638,"(40.672571495992784, -73.97930747858638)",17617,14,2,27,50,50
59019457,10/04/2023 04:17:00 PM,10/07/2023 12:10:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11232,,,,,4 AVENUE,37 STREET,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/07/2023 12:10:00 PM,07 BROOKLYN,,BROOKLYN,982862,177458,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65375778993055,-74.00500228570807,"(40.65375778993055, -74.00500228570807)",13515,9,2,7,45,45
59442126,10/04/2023 04:14:55 PM,10/07/2023 12:10:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Sunken,Sewer,11232,4 AVENUE,4 AVENUE,4 AVENUE,37 STREET,4 AVENUE,37 STREET,INTERSECTION,,,,Closed,,,10/07/2023 12:10:00 PM,07 BROOKLYN,,BROOKLYN,982862,177458,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65375778993055,-74.00500228570807,"(40.65375778993055, -74.00500228570807)",13515,9,2,7,45,45
59014322,10/04/2023 03:41:00 PM,10/07/2023 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11373,51-97 CODWISE PLACE,CODWISE PLACE,BEND,KNEELAND AVE,,,ADDRESS,ELMHURST,,,Closed,,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/07/2023 01:30:00 PM,04 QUEENS,4024730059,QUEENS,1016651,207037,ONLINE,Unspecified,QUEENS,,,,,,,,40.73488604541658,-73.88308613457276,"(40.73488604541658, -73.88308613457276)",14784,66,3,5,68,68
59016859,10/04/2023 03:41:00 PM,10/04/2023 08:15:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11104,43-40 42 STREET,42 STREET,43 AVE,QUEENS BLVD,,,ADDRESS,SUNNYSIDE,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/04/2023 08:15:00 PM,02 QUEENS,4001880042,QUEENS,1005806,210581,ONLINE,Unspecified,QUEENS,,,,,,,,40.744646521636795,-73.9222072132301,"(40.744646521636795, -73.9222072132301)",16861,53,3,33,66,66
59459546,10/04/2023 03:40:38 PM,10/07/2023 01:30:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11373,51-97 CODWISE PLACE,CODWISE PLACE,VAN KLEECK STREET,KNEELAND AVENUE,VAN KLEECK STREET,KNEELAND AVENUE,ADDRESS,ELMHURST,CODWISE PLACE,,Closed,,,10/07/2023 01:30:00 PM,04 QUEENS,4024730059,QUEENS,1016651,207037,ONLINE,Unspecified,QUEENS,,,,,,,,40.73488604541658,-73.88308613457276,"(40.73488604541658, -73.88308613457276)",14784,66,3,5,68,68
59445515,10/04/2023 03:38:06 PM,10/04/2023 08:15:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11104,43-40 42 STREET,42 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,42 STREET,,Closed,,,10/04/2023 08:15:00 PM,02 QUEENS,4001880042,QUEENS,1005806,210581,ONLINE,Unspecified,QUEENS,,,,,,,,40.744646521636795,-73.9222072132301,"(40.744646521636795, -73.9222072132301)",16861,53,3,33,66,66
59020693,10/04/2023 03:32:00 PM,10/04/2023 06:50:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11206,79 TROUTMAN STREET,TROUTMAN STREET,BUSHWICK AVE,EVERGREEN AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",10/04/2023 06:50:00 PM,04 BROOKLYN,3031710046,BROOKLYN,1003326,193852,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69873516955435,-73.93120461955412,"(40.69873516955435, -73.93120461955412)",17213,42,2,30,53,53
59442007,10/04/2023 03:30:02 PM,10/04/2023 06:50:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11206,79 TROUTMAN STREET,TROUTMAN STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,TROUTMAN STREET,,Closed,,,10/04/2023 06:50:00 PM,04 BROOKLYN,3031710046,BROOKLYN,1003326,193852,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69873516955435,-73.93120461955412,"(40.69873516955435, -73.93120461955412)",17213,42,2,30,53,53
59013011,10/04/2023 03:29:00 PM,10/05/2023 08:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11373,51-39 CODWISE PLACE,CODWISE PLACE,BEND,KNEELAND AVE,,,ADDRESS,ELMHURST,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",10/05/2023 08:00:00 AM,04 QUEENS,4024730086,QUEENS,1016696,207535,ONLINE,Unspecified,QUEENS,,,,,,,,40.73625276636177,-73.88292135768,"(40.73625276636177, -73.88292135768)",14784,66,3,5,68,68
59459536,10/04/2023 03:27:37 PM,10/05/2023 08:00:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11373,51-39 CODWISE PLACE,CODWISE PLACE,VAN KLEECK STREET,KNEELAND AVENUE,VAN KLEECK STREET,KNEELAND AVENUE,ADDRESS,ELMHURST,CODWISE PLACE,,Closed,,,10/05/2023 08:00:00 AM,04 QUEENS,4024730086,QUEENS,1016696,207535,ONLINE,Unspecified,QUEENS,,,,,,,,40.73625276636177,-73.88292135768,"(40.73625276636177, -73.88292135768)",14784,66,3,5,68,68
59018157,10/04/2023 03:26:00 PM,10/04/2023 05:30:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11231,172 HUNTINGTON STREET,HUNTINGTON STREET,CLINTON ST,COURT ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",10/04/2023 05:30:00 PM,06 BROOKLYN,3003810028,BROOKLYN,984376,185554,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67597962185991,-73.99954575071233,"(40.67597962185991, -73.99954575071233)",13514,14,2,27,48,48
59011674,10/04/2023 03:26:00 PM,10/05/2023 08:00:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11373,51-42 CODWISE PLACE,CODWISE PLACE,BEND,KNEELAND AVE,,,ADDRESS,ELMHURST,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",10/05/2023 08:00:00 AM,04 QUEENS,4024720123,QUEENS,1016685,207488,ONLINE,Unspecified,QUEENS,,,,,,,,40.73612380343088,-73.88296127679745,"(40.73612380343088, -73.88296127679745)",14784,66,3,5,68,68
59442151,10/04/2023 03:24:51 PM,10/05/2023 08:00:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11373,51-42 CODWISE PLACE,CODWISE PLACE,VAN KLEECK STREET,KNEELAND AVENUE,VAN KLEECK STREET,KNEELAND AVENUE,ADDRESS,ELMHURST,CODWISE PLACE,,Closed,,,10/05/2023 08:00:00 AM,04 QUEENS,4024720123,QUEENS,1016685,207488,ONLINE,Unspecified,QUEENS,,,,,,,,40.73612380343088,-73.88296127679745,"(40.73612380343088, -73.88296127679745)",14784,66,3,5,68,68
59455920,10/04/2023 03:24:47 PM,10/04/2023 05:30:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11231,172 HUNTINGTON STREET,HUNTINGTON STREET,CLINTON STREET,COURT STREET,CLINTON STREET,COURT STREET,ADDRESS,BROOKLYN,HUNTINGTON STREET,,Closed,,,10/04/2023 05:30:00 PM,06 BROOKLYN,3003810028,BROOKLYN,984376,185554,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67597962185991,-73.99954575071233,"(40.67597962185991, -73.99954575071233)",13514,14,2,27,48,48
59016860,10/04/2023 03:23:00 PM,10/04/2023 05:25:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11236,1477 EAST   86 STREET,EAST   86 STREET,AVENUE N,SEAVIEW AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",10/04/2023 05:25:00 PM,18 BROOKLYN,3080830047,BROOKLYN,1012419,168474,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62905395896784,-73.89851782477527,"(40.62905395896784, -73.89851782477527)",13827,5,2,8,42,42
59020682,10/04/2023 03:17:00 PM,10/05/2023 10:35:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11370,,,,,DITMARS BOULEVARD,HAZEN STREET,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/05/2023 10:35:00 AM,01 QUEENS,,QUEENS,1012056,219207,PHONE,Unspecified,QUEENS,,,,,,,,40.768305234092416,-73.89961612340585,"(40.768305234092416, -73.89961612340585)",14781,39,3,4,72,72
59445681,10/04/2023 03:16:33 PM,10/05/2023 10:35:00 AM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11370,DITMARS BOULEVARD,DITMARS BOULEVARD,DITMARS BOULEVARD,HAZEN STREET,DITMARS BOULEVARD,HAZEN STREET,INTERSECTION,,,,Closed,,,10/05/2023 10:35:00 AM,01 QUEENS,,QUEENS,1012056,219207,PHONE,Unspecified,QUEENS,,,,,,,,40.768305234092416,-73.89961612340585,"(40.768305234092416, -73.89961612340585)",14781,39,3,4,72,72
59018150,10/04/2023 03:05:00 PM,10/05/2023 01:15:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11379,,,,,78 STREET,62 AVENUE,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/05/2023 01:15:00 PM,05 QUEENS,,QUEENS,1017705,202469,ONLINE,Unspecified,QUEENS,,,,,,,,40.72234408836387,-73.87930565828546,"(40.72234408836387, -73.87930565828546)",15309,54,3,34,62,62
59011675,10/04/2023 02:59:00 PM,10/05/2023 12:50:00 PM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11378,69-67 GRAND AVENUE,GRAND AVENUE,69 LN,69 LN,,,ADDRESS,MASPETH,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/05/2023 12:50:00 PM,05 QUEENS,4025010029,QUEENS,1013792,204200,ONLINE,Unspecified,QUEENS,,,,,,,,40.72710919266935,-73.8934148274256,"(40.72710919266935, -73.8934148274256)",14788,54,3,34,62,62
59449229,10/04/2023 02:56:52 PM,10/05/2023 12:50:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11378,69-67 GRAND AVENUE,GRAND AVENUE,69 LANE,69 LANE,69 LANE,69 LANE,ADDRESS,MASPETH,GRAND AVENUE,,Closed,,,10/05/2023 12:50:00 PM,05 QUEENS,4025010029,QUEENS,1013792,204200,ONLINE,Unspecified,QUEENS,,,,,,,,40.72710919266935,-73.8934148274256,"(40.72710919266935, -73.8934148274256)",14788,54,3,34,62,62
59013019,10/04/2023 02:56:00 PM,10/04/2023 06:20:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11694,147-22 NEWPORT AVENUE,NEWPORT AVENUE,BEACH 147 ST,BEACH 148 ST,,,ADDRESS,FAR ROCKAWAY,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/04/2023 06:20:00 PM,14 QUEENS,4162900002,QUEENS,1021880,148063,PHONE,Unspecified,QUEENS,,,,,,,,40.572994837646554,-73.8645471988382,"(40.572994837646554, -73.8645471988382)",20532,51,3,41,58,58
59018151,10/04/2023 02:56:00 PM,10/05/2023 11:45:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11378,,,,,58 STREET,56 DRIVE,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",10/05/2023 11:45:00 AM,02 QUEENS,,QUEENS,1008502,203155,ONLINE,Unspecified,QUEENS,,,,,,,,40.724257008352126,-73.91250447603196,"(40.724257008352126, -73.91250447603196)",14788,53,3,34,66,66
59445501,10/04/2023 02:55:24 PM,10/04/2023 06:20:00 PM,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11694,147-22 NEWPORT AVENUE,NEWPORT AVENUE,BEACH  147 STREET,BEACH  148 STREET,BEACH  147 STREET,BEACH  148 STREET,ADDRESS,FAR ROCKAWAY,NEWPORT AVENUE,,Closed,,,10/04/2023 06:20:00 PM,14 QUEENS,4162900002,QUEENS,1021880,148063,PHONE,Unspecified,QUEENS,,,,,,,,40.572994837646554,-73.8645471988382,"(40.572994837646554, -73.8645471988382)",20532,51,3,41,58,58
59016866,10/04/2023 02:50:00 PM,10/04/2023 04:25:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,11357,150-11 22 AVENUE,22 AVENUE,150 ST,MURRAY ST,,,ADDRESS,WHITESTONE,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,10/04/2023 04:25:00 PM,07 QUEENS,4046910014,QUEENS,1035751,223090,ONLINE,Unspecified,QUEENS,,,,,,,,40.77885674290307,-73.81404401949993,"(40.77885674290307, -73.81404401949993)",14192,22,3,20,67,67
